mortgage_loan_id,contract_no,customer_id,product_code,branch_code_raw,loan_principal,interest_rate_annual,disbursement_date_raw,maturity_date_raw,outstanding_principal,outstanding_interest,total_outstanding
1551,ML-2022-001551,480,CAR,DN-01,3598673916,9.0,2023-03-06,2045-03-06,2454194336,89536521,2543730857
1552,ML-2024-001552,4686,BUSINESS,Ha Noi CN1,3937476232,9.5,2023-11-16,16 Thg 11 2045,2937795391,35309781,2973105172
1553,ML-2024-001553,906,CAR,BR-HP01,910046667,10.0,04.12.2020,04/12/2039,234937377,6863392,241800769
1554,ML-2020-001554,1564,BUSINESS,Da Nang CN1,1148792701,7.5,10/03/2022,10/03/2035,355623530,8447794,364071324
1555,ML-2022-001555,3677,CAR,BR-HP01,1246570644,7.5,24.02.2022,2034-02-24,1105111456,9841593,1114953049
1556,ML-2020-001556,4410,BUSINESS,BR-HCM02,1919447437,10.0,10.12.2023,10/12/2040,1716348337,59348887,1775697224
1557,ML-2022-001557,3331,CAR,Hai Phong CN1,689618943,7.5,2022-01-27,27 Thg 1 2040,281130983,10488646,291619629
1558,ML-2023-001558,4186,BUSINESS,HN-01,825186371,11.0,11-09-2021,11/09/2034,673634894,34258810,707893704
1559,ML-2023-001559,4723,HOME,BR-HCM02,875467238,10.0,04-09-2023,04-09-2044,438700517,20862635,459563152
1560,ML-2020-001560,3469,CAR,DA_NANG_1,990528328,10.5,10-03-2020,10-03-2043,533182777,15957196,549139973
1561,ML-2021-001561,2615,HOME,BR-CT01,1838040889,11.0,15/01/2020,15 Thg 1 2031,899395755,41770092,941165847
1562,ML-2023-001562,587,HOME,Can Tho CN1,3403801478,9.0,11-08-2020,2037-08-11,3100637879,61002714,3161640593
1563,ML-2020-001563,2239,BUSINESS,HP-01,1077680689,7.5,06-10-2021,06 Thg 10 2039,670815110,24778538,695593648
1564,ML-2023-001564,4156,CAR,Can Tho CN1,3881596769,7.5,14-07-2023,2037-07-14,2803142155,52747871,2855890026
1565,ML-2021-001565,2383,BUSINESS,Hai Phong CN1,4885297621,9.0,24.04.2022,24 Thg 4 2047,1517815679,46649630,1564465309
1566,ML-2021-001566,1292,HOME,CN-HCM-02,2908683528,10.5,17.05.2020,17/05/2037,2196455623,95034546,2291490169
1567,ML-2021-001567,2574,BUSINESS,DN-01,325883346,7.5,07.08.2021,07-08-2033,287756146,5862147,293618293
1568,ML-2022-001568,1631,BUSINESS,BR-HN01,1649781978,10.0,02.08.2023,02 Thg 8 2047,777378492,15693438,793071930
1569,ML-2023-001569,1256,BUSINESS,BR-HCM01,1415282646,8.5,28.04.2023,28 Thg 4 2037,516569162,5438251,522007413
1570,ML-2021-001570,4615,CAR,Can Tho CN1,932326743,8.0,27.02.2020,27 Thg 2 2041,639014724,24920797,663935521
1571,ML-2020-001571,1306,CAR,DA_NANG_1,1006013949,9.5,18-10-2021,18-10-2034,874950221,21749194,896699415
1572,ML-2024-001572,1457,HOME,HA_NOI_CN1,439079364,8.5,2020-07-19,19/07/2036,98209048,1436426,99645474
1573,ML-2023-001573,4288,BUSINESS,BR-DN01,1443067209,10.5,2022-08-27,27 Thg 8 2033,317790280,4290492,322080772
1574,ML-2023-001574,1386,BUSINESS,HCM_Q1,645251261,9.0,2023-01-11,11-01-2034,231404915,3621715,235026630
1575,ML-2023-001575,398,HOME,HA_NOI_CN1,1501143326,9.0,06-08-2020,06 Thg 8 2044,1400122132,12869723,1412991855
1576,ML-2021-001576,4021,BUSINESS,BR-HP01,3484430230,10.0,06-01-2022,2042-01-06,2379512235,94053561,2473565796
1577,ML-2021-001577,3942,CAR,Can Tho CN1,3556060377,8.5,2020-03-19,19/03/2042,2566671647,47862817,2614534464
1578,ML-2024-001578,4120,HOME,HN-01,555549190,10.5,13-08-2023,13 Thg 8 2038,356869140,8299470,365168610
1579,ML-2021-001579,2214,CAR,CAN_THO_1,2818500656,7.5,01.12.2023,2042-12-01,2250705099,83977226,2334682325
1580,ML-2023-001580,2092,HOME,BR-CT01,1028624722,7.5,27/10/2020,27/10/2031,840713278,29108478,869821756
1581,ML-2022-001581,2878,HOME,Hai Phong CN1,2961576317,9.5,2022-09-19,19/09/2039,1417993044,23839700,1441832744
1582,ML-2021-001582,3796,BUSINESS,Hai Phong CN1,4623144597,8.5,2021-06-03,03-06-2035,3903267927,78837361,3982105288
1583,ML-2020-001583,348,BUSINESS,BR-DN01,3432686469,10.0,2022-06-26,26 Thg 6 2039,2071402861,66648132,2138050993
1584,ML-2024-001584,3249,BUSINESS,CT-01,3631884611,9.0,28/05/2021,28/05/2043,1966316090,18209519,1984525609
1585,ML-2024-001585,731,BUSINESS,BR-CT01,3070724107,8.0,25-05-2021,25/05/2033,755477255,24902361,780379616
1586,ML-2024-001586,483,CAR,HAI_PHONG_1,542415839,8.5,13/08/2021,13 Thg 8 2033,242564026,5127230,247691256
1587,ML-2021-001587,4773,CAR,BR-DN01,4193020391,10.5,25-10-2021,25/10/2033,1985471728,103068447,2088540175
1588,ML-2020-001588,1796,HOME,Hai Phong CN1,1076579332,11.0,2020-12-08,08-12-2045,837619306,13935295,851554601
1589,ML-2023-001589,2931,BUSINESS,Ha Noi CN1,2333463229,8.5,2023-05-13,2037-05-13,1261420643,29960432,1291381075
1590,ML-2021-001590,3149,HOME,BR-HN01,4614335300,8.5,28/06/2022,2040-06-28,1536445719,18591639,1555037358
1591,ML-2022-001591,4214,HOME,Hai Phong CN1,3993928900,10.0,04-06-2020,04/06/2036,2657997037,37750730,2695747767
1592,ML-2021-001592,1857,HOME,BR-HP01,2196728856,11.0,15/05/2021,15-05-2042,708797276,10710401,719507677
1593,ML-2024-001593,1589,CAR,Da Nang CN1,3698250825,8.5,25.05.2020,2045-05-25,2197380243,47232533,2244612776
1594,ML-2024-001594,3684,CAR,HA_NOI_CN1,4430222750,9.0,19.10.2021,2042-10-19,3978719537,170843101,4149562638
1595,ML-2021-001595,3024,CAR,HP-01,2160970669,7.5,17-11-2022,17/11/2038,1641422735,47302592,1688725327
1596,ML-2023-001596,4260,HOME,Can Tho CN1,1038309542,9.5,05/08/2023,05-08-2044,923899074,31163690,955062764
1597,ML-2022-001597,3355,HOME,Ha Noi CN1,4939222230,10.5,06/09/2021,06-09-2036,3971063500,130639700,4101703200
1598,ML-2022-001598,183,HOME,DA_NANG_1,1587956453,8.5,19-04-2023,2038-04-19,1398775774,19952025,1418727799
1599,ML-2021-001599,866,BUSINESS,Hai Phong CN1,4260209479,8.0,19/10/2022,2032-10-19,3245140113,69316758,3314456871
1600,ML-2021-001600,3345,CAR,CAN_THO_1,470756966,10.5,09-01-2023,09-01-2034,167290194,2225568,169515762
1601,ML-2022-001601,426,CAR,BR-DN01,4675553990,9.0,2020-01-24,24/01/2037,3789127024,107591349,3896718373
1602,ML-2021-001602,3715,BUSINESS,HA_NOI_CN1,988578206,11.0,19/02/2020,2042-02-19,234709747,12548518,247258265
1603,ML-2024-001603,1340,CAR,CN-HCM-01,460081452,10.5,04.07.2022,04 Thg 7 2033,412346489,11099846,423446335
1604,ML-2021-001604,2328,HOME,CT-01,344338542,10.0,06/08/2021,06 Thg 8 2039,191367630,5171600,196539230
1605,ML-2021-001605,3229,BUSINESS,Hai Phong CN1,3191787217,9.0,2021-07-04,04-07-2039,876218322,21616149,897834471
1606,ML-2021-001606,1297,CAR,BR-HCM01,1971126301,9.5,24/02/2022,24/02/2046,1135161165,49380495,1184541660
1607,ML-2024-001607,492,CAR,Ha Noi CN1,435918857,9.0,10/10/2022,10-10-2033,369258841,9616140,378874981
1608,ML-2022-001608,1447,BUSINESS,BR-HP01,2195713954,8.0,20/10/2023,20-10-2038,760159890,27541013,787700903
1609,ML-2022-001609,1151,CAR,Can Tho CN1,2212533163,9.5,25.02.2022,25/02/2037,1053786100,41281419,1095067519
1610,ML-2021-001610,2887,CAR,Ho Chi Minh Q3,346300897,10.0,12/09/2022,12/09/2044,224240056,2614302,226854358
1611,ML-2023-001611,4619,BUSINESS,Can Tho CN1,3332667026,8.0,20-01-2020,20-01-2037,3027758344,70893996,3098652340
1612,ML-2022-001612,1042,CAR,Hai Phong CN1,692432239,9.5,2021-06-25,25/06/2032,434088828,8443161,442531989
1613,ML-2023-001613,1810,HOME,BR-HP01,1608782626,10.5,08.05.2020,08-05-2038,909974337,24696276,934670613
1614,ML-2023-001614,1595,HOME,BR-HN01,3977089418,10.5,28.07.2022,28 Thg 7 2036,2081233678,102675341,2183909019
1615,ML-2020-001615,720,CAR,Ha Noi CN1,3130905594,8.0,2022-09-24,24/09/2033,1816871896,54987436,1871859332
1616,ML-2024-001616,2772,CAR,BR-CT01,4642611249,9.5,23.01.2022,2044-01-23,4554561338,106152956,4660714294
1617,ML-2023-001617,4876,CAR,BR-CT01,456787700,9.0,14/05/2023,2039-05-14,267877476,6654381,274531857
1618,ML-2021-001618,3401,CAR,BR-HP01,3810806641,11.0,05/09/2020,05 Thg 9 2035,3468908884,110715413,3579624297
1619,ML-2024-001619,4880,CAR,BR-HCM02,2938434339,11.0,07-06-2023,07 Thg 6 2034,2354108739,85209813,2439318552
1620,ML-2021-001620,4610,BUSINESS,CT-01,3546732820,10.5,28-12-2020,2040-12-28,2516195909,86763647,2602959556
1621,ML-2021-001621,3761,BUSINESS,BR-HN01,3282723001,7.5,28.11.2022,28 Thg 11 2034,2556029222,21450673,2577479895
1622,ML-2023-001622,3039,BUSINESS,HA_NOI_CN1,4857785985,8.0,2023-03-19,19/03/2048,3230833096,105117113,3335950209
1623,ML-2024-001623,1249,CAR,BR-HN01,986070567,8.0,23-07-2021,23/07/2037,268555940,8486691,277042631
1624,ML-2020-001624,3941,BUSINESS,Ho Chi Minh Q3,2923133934,8.5,10/10/2023,10/10/2033,2210955706,59052672,2270008378
1625,ML-2021-001625,3826,CAR,BR-HP01,1703745395,7.5,12.05.2020,2044-05-12,1156930899,10881261,1167812160
1626,ML-2022-001626,2294,BUSINESS,HAI_PHONG_1,1115403500,10.0,17/10/2022,17/10/2040,1037292044,41180458,1078472502
1627,ML-2022-001627,2456,BUSINESS,Da Nang CN1,3786324021,8.5,2020-08-24,24 Thg 8 2043,3362353853,29217957,3391571810
1628,ML-2023-001628,2082,BUSINESS,Ha Noi CN1,3148953532,8.0,2022-11-17,17 Thg 11 2035,2773381819,100505967,2873887786
1629,ML-2024-001629,262,HOME,Hai Phong CN1,700091748,7.5,2021-08-25,25 Thg 8 2034,664759938,24476325,689236263
1630,ML-2023-001630,1023,HOME,CT-01,482670484,7.5,2021-01-17,17 Thg 1 2033,251803849,5882330,257686179
1631,ML-2024-001631,3511,HOME,HAI_PHONG_1,2663382168,9.5,2022-09-11,11 Thg 9 2032,1632845331,56449587,1689294918
1632,ML-2022-001632,1161,HOME,Da Nang CN1,1483736293,8.0,01.09.2023,01 Thg 9 2036,500304606,11563005,511867611
1633,ML-2023-001633,2769,BUSINESS,HA_NOI_CN1,4661779746,7.5,2021-01-08,2045-01-08,3757058728,47928452,3804987180
1634,ML-2023-001634,3088,CAR,Hai Phong CN1,4089720923,9.5,11.04.2022,11-04-2037,4084223760,144408916,4228632676
1635,ML-2023-001635,3466,BUSINESS,BR-HN01,648850089,7.5,22/11/2022,22/11/2041,584954073,8159225,593113298
1636,ML-2024-001636,257,BUSINESS,BR-DN01,2814990608,8.5,12/08/2021,12/08/2031,2611123771,72787141,2683910912
1637,ML-2023-001637,2399,BUSINESS,BR-HN01,3568663655,7.5,08.05.2021,08/05/2041,1594018383,28784652,1622803035
1638,ML-2021-001638,3286,BUSINESS,DA_NANG_1,3537972552,11.0,2022-05-22,22 Thg 5 2039,1477392994,73272736,1550665730
1639,ML-2024-001639,25,HOME,BR-HCM01,2440667400,10.0,13.12.2022,13/12/2036,938819475,10831737,949651212
1640,ML-2023-001640,2820,HOME,CAN_THO_1,2571778242,9.5,12-03-2020,12/03/2045,2054325585,93779968,2148105553
1641,ML-2021-001641,328,CAR,DA_NANG_1,1092502618,10.5,13.01.2021,2043-01-13,1047603141,36044074,1083647215
1642,ML-2023-001642,4519,BUSINESS,HCM_Q1,4133431502,10.5,24/10/2021,24-10-2037,3256495410,152523743,3409019153
1643,ML-2023-001643,4338,HOME,CAN_THO_1,3349923110,11.0,25.06.2021,25-06-2031,1332087696,45435436,1377523132
1644,ML-2020-001644,1666,HOME,Ha Noi CN1,3792231351,8.0,20/04/2022,20/04/2034,1979395909,17693009,1997088918
1645,ML-2020-001645,1021,HOME,Ha Noi CN1,1577713449,11.0,2023-03-27,27/03/2042,1414533949,61062494,1475596443
1646,ML-2024-001646,4317,BUSINESS,BR-HP01,1235131034,8.0,17.04.2020,17/04/2040,1080607732,24899875,1105507607
1647,ML-2020-001647,4756,CAR,DA_NANG_1,3067794527,10.5,24/03/2022,2041-03-24,2137847166,86146005,2223993171
1648,ML-2021-001648,4496,BUSINESS,BR-CT01,2527327939,9.0,01.04.2022,01 Thg 4 2045,2410887677,30577231,2441464908
1649,ML-2022-001649,1559,BUSINESS,HN-01,3806644922,10.0,2023-09-05,05 Thg 9 2035,1871332471,65717270,1937049741
1650,ML-2020-001650,3835,BUSINESS,DA_NANG_1,2944355609,10.5,14-09-2020,14/09/2045,2744968382,102832340,2847800722
1651,ML-2022-001651,4196,HOME,Ho Chi Minh Q1,4334591415,11.0,23/02/2022,23/02/2042,3143960499,101283071,3245243570
1652,ML-2024-001652,2551,BUSINESS,Ha Noi CN1,3952527049,8.0,16.01.2020,16/01/2045,1326652312,31683813,1358336125
1653,ML-2022-001653,4231,BUSINESS,BR-HP01,1269613544,8.0,05-01-2021,05/01/2033,745800701,10977403,756778104
1654,ML-2020-001654,4991,CAR,Can Tho CN1,4579103767,9.5,2023-05-18,18 Thg 5 2041,1009867091,38366983,1048234074
1655,ML-2024-001655,4760,HOME,DA_NANG_1,4019447582,9.0,01.02.2022,01-02-2045,3303639153,102078582,3405717735
1656,ML-2023-001656,2461,CAR,BR-DN01,4487542607,8.0,08/12/2023,2044-12-08,2160034664,30592012,2190626676
1657,ML-2022-001657,192,CAR,BR-HCM01,306251858,10.0,2020-12-24,24 Thg 12 2040,127706659,5367596,133074255
1658,ML-2023-001658,203,CAR,Ha Noi CN1,3162189654,10.5,16.11.2020,2030-11-16,661044146,13766150,674810296
1659,ML-2020-001659,3177,BUSINESS,CT-01,1638991451,9.5,20/04/2020,2035-04-20,359442157,6269473,365711630
1660,ML-2023-001660,1938,BUSINESS,HN-01,3602595540,7.5,12.09.2021,2039-09-12,2002512939,47488687,2050001626
1661,ML-2021-001661,1206,BUSINESS,DA_NANG_1,1681673597,10.0,10.07.2020,10/07/2036,654816777,25428708,680245485
1662,ML-2021-001662,2800,CAR,BR-HCM01,4305231357,11.0,2022-05-28,28 Thg 5 2033,1007670383,43000023,1050670406
1663,ML-2024-001663,1176,HOME,BR-HCM02,2862295321,7.5,2020-10-23,23/10/2039,782838937,21858807,804697744
1664,ML-2021-001664,4020,HOME,CAN_THO_1,1925955742,8.0,09-09-2022,09-09-2033,1618330528,25425594,1643756122
1665,ML-2020-001665,1035,BUSINESS,CN-HCM-01,438935979,11.0,01-03-2021,01 Thg 3 2038,90248898,2888498,93137396
1666,ML-2022-001666,2847,HOME,HP-01,3354443881,9.5,2023-12-23,23/12/2037,1861831858,22181660,1884013518
1667,ML-2023-001667,254,HOME,BR-HP01,2757988055,9.0,26.07.2022,26 Thg 7 2044,2477290204,38330792,2515620996
1668,ML-2022-001668,3524,HOME,DA_NANG_1,4263606672,10.0,05.01.2021,05-01-2033,1295249174,38140519,1333389693
1669,ML-2024-001669,3588,HOME,HAI_PHONG_1,325502063,10.5,2023-01-11,11/01/2045,168278479,3454025,171732504
1670,ML-2020-001670,3931,HOME,CT-01,489050701,8.0,2023-05-27,2036-05-27,327328153,8823354,336151507
1671,ML-2021-001671,2825,BUSINESS,BR-DN01,423748717,10.0,20-01-2021,20/01/2041,152560043,7278686,159838729
1672,ML-2022-001672,2309,HOME,HAI_PHONG_1,1874827487,8.0,2021-07-02,2044-07-02,1669406724,38114213,1707520937
1673,ML-2023-001673,2142,CAR,HP-01,3141491192,9.5,19/11/2022,19-11-2033,2506072111,115481014,2621553125
1674,ML-2022-001674,1983,CAR,HP-01,4275975210,9.0,2020-02-18,18 Thg 2 2033,3007722619,84391074,3092113693
1675,ML-2022-001675,4867,HOME,Ha Noi CN1,3573147599,10.5,28/03/2023,28/03/2044,2124803520,66488811,2191292331
1676,ML-2022-001676,4254,HOME,CN-HCM-02,351847199,10.5,27/07/2020,27 Thg 7 2039,196371536,4505935,200877471
1677,ML-2021-001677,3605,CAR,CN-HCM-02,368871675,9.0,12-02-2022,2032-02-12,355560669,11915630,367476299
1678,ML-2020-001678,1472,BUSINESS,CAN_THO_1,4385062361,10.5,11.02.2023,11-02-2034,2420686709,31704246,2452390955
1679,ML-2021-001679,1575,BUSINESS,Da Nang CN1,1398051612,8.0,19-04-2021,19 Thg 4 2040,576386801,17700242,594087043
1680,ML-2022-001680,4796,BUSINESS,DN-01,1218238929,10.0,02-10-2023,2047-10-02,1153502520,15224014,1168726534
1681,ML-2024-001681,4135,HOME,CN-HCM-02,4323222190,10.5,11.07.2021,11/07/2034,3912020800,158304964,4070325764
1682,ML-2023-001682,3130,HOME,CT-01,2703318386,10.5,22.06.2020,22/06/2031,2689953845,106658630,2796612475
1683,ML-2023-001683,2074,BUSINESS,BR-HP01,2628133765,9.0,04/11/2020,2035-11-04,1282278456,34107684,1316386140
1684,ML-2021-001684,2407,HOME,HCM_Q1,2357538382,8.5,28.10.2021,28-10-2040,822391050,22667411,845058461
1685,ML-2021-001685,1890,BUSINESS,DN-01,4440995754,10.5,06.05.2021,06/05/2046,4203143290,72281679,4275424969
1686,ML-2024-001686,3137,CAR,CT-01,3099054080,7.5,22/04/2021,2031-04-22,2327364433,17464518,2344828951
1687,ML-2023-001687,2444,BUSINESS,HA_NOI_CN1,3728999893,9.5,07-03-2022,2047-03-07,2508840217,38072479,2546912696
1688,ML-2024-001688,2663,CAR,CN-HCM-01,661222659,9.5,2022-03-13,13-03-2046,432912530,14136918,447049448
1689,ML-2020-001689,1854,HOME,Da Nang CN1,1249777164,7.5,27.12.2020,27/12/2039,923270011,12029424,935299435
1690,ML-2023-001690,494,CAR,HA_NOI_CN1,4223929191,11.0,15/08/2023,2039-08-15,3841081723,127808957,3968890680
1691,ML-2020-001691,4789,CAR,CAN_THO_1,2353606263,11.0,18-04-2020,18/04/2031,1972454702,50776024,2023230726
1692,ML-2022-001692,3852,BUSINESS,Can Tho CN1,3719433433,8.5,2022-02-24,24-02-2047,903512111,35259951,938772062
1693,ML-2022-001693,4948,CAR,CN-HCM-01,3558208443,8.5,14/08/2023,2044-08-14,3075449105,27583628,3103032733
1694,ML-2020-001694,47,BUSINESS,Da Nang CN1,3334774478,9.0,28.11.2022,28 Thg 11 2040,856300111,25391317,881691428
1695,ML-2022-001695,4240,CAR,Ha Noi CN1,2855559682,9.0,07.09.2020,2038-09-07,1938906970,66734008,2005640978
1696,ML-2023-001696,3243,CAR,Ho Chi Minh Q1,3795534728,7.5,23/10/2022,23 Thg 10 2036,1659707943,18799129,1678507072
1697,ML-2021-001697,2502,BUSINESS,HP-01,4136214526,8.0,2021-02-06,06-02-2034,1781274489,67419707,1848694196
1698,ML-2021-001698,3880,HOME,Ha Noi CN1,369937700,8.0,15.11.2021,15/11/2036,315666486,12345530,328012016
1699,ML-2022-001699,2896,BUSINESS,HN-01,1589225548,8.5,23.07.2022,2047-07-23,1302340132,34376683,1336716815
1700,ML-2021-001700,4369,BUSINESS,CN-HCM-01,2374807966,10.0,2022-02-13,2044-02-13,854795052,33280133,888075185
1701,ML-2024-001701,2404,BUSINESS,CT-01,2021483250,11.0,01-07-2022,01 Thg 7 2045,839868926,37879728,877748654
1702,ML-2023-001702,3027,BUSINESS,Can Tho CN1,2626053950,7.5,07.03.2023,2036-03-07,649904180,22032862,671937042
1703,ML-2023-001703,1290,BUSINESS,BR-HP01,1950088134,8.5,14-02-2020,14-02-2041,1091454329,28075798,1119530127
1704,ML-2022-001704,2100,CAR,CN-HCM-02,2011962009,10.0,2022-08-12,12-08-2037,1096041885,11211231,1107253116
1705,ML-2020-001705,1654,CAR,HAI_PHONG_1,2549596046,10.0,28/09/2023,2042-09-28,655330044,16582852,671912896
1706,ML-2022-001706,3754,HOME,Ha Noi CN1,757462888,8.5,2022-05-09,09-05-2047,238582810,8907017,247489827
1707,ML-2021-001707,1302,HOME,Hai Phong CN1,2573256043,10.5,25/09/2020,25 Thg 9 2040,2017823385,59547345,2077370730
1708,ML-2021-001708,3558,HOME,CAN_THO_1,1133162959,9.5,07.03.2022,07/03/2033,949421594,21025712,970447306
1709,ML-2020-001709,1763,BUSINESS,Da Nang CN1,4725520520,9.5,2020-04-09,2043-04-09,2743185046,76595365,2819780411
1710,ML-2024-001710,4539,BUSINESS,DA_NANG_1,1471392126,8.5,07-02-2022,07-02-2044,309795744,5980386,315776130
1711,ML-2020-001711,2955,BUSINESS,DA_NANG_1,1178939120,10.5,2023-05-17,17 Thg 5 2043,838610789,16651811,855262600
1712,ML-2022-001712,4336,CAR,BR-HN01,4115095549,7.5,2021-11-14,14-11-2036,1307411537,44004057,1351415594
1713,ML-2020-001713,4370,HOME,HA_NOI_CN1,4463742778,10.0,17-06-2021,17 Thg 6 2031,3908039028,63085888,3971124916
1714,ML-2021-001714,3772,HOME,CN-HCM-01,3156101270,11.0,14.09.2022,14-09-2043,2288314872,31886574,2320201446
1715,ML-2023-001715,1784,BUSINESS,HCM_Q3,1165292436,8.5,17.11.2022,2040-11-17,624862087,10509897,635371984
1716,ML-2021-001716,307,CAR,HA_NOI_CN1,2144099618,10.0,20-12-2023,20 Thg 12 2038,1867328336,40523680,1907852016
1717,ML-2024-001717,4672,CAR,Da Nang CN1,4518474646,9.0,13/07/2020,2036-07-13,1237240489,47300558,1284541047
1718,ML-2020-001718,3687,BUSINESS,HN-01,942447091,8.5,27-06-2023,27 Thg 6 2042,602230754,22236267,624467021
1719,ML-2023-001719,2663,HOME,HCM_Q1,873453543,8.5,2021-11-16,2045-11-16,792329600,12876913,805206513
1720,ML-2024-001720,3867,CAR,BR-HCM01,4502598943,10.0,18.12.2022,18-12-2033,4446517213,147788886,4594306099
1721,ML-2022-001721,3699,BUSINESS,BR-HP01,2211990710,11.0,2022-06-07,07 Thg 6 2033,814244293,27378383,841622676
1722,ML-2022-001722,4972,BUSINESS,BR-DN01,1676131552,7.5,17.06.2022,17 Thg 6 2037,616947662,9505458,626453120
1723,ML-2024-001723,168,HOME,CAN_THO_1,2065338584,7.5,22.01.2021,2043-01-22,805970008,15695817,821665825
1724,ML-2020-001724,2275,BUSINESS,BR-HCM01,2888264313,10.0,2020-09-26,26 Thg 9 2034,2389491069,33289572,2422780641
1725,ML-2021-001725,4497,CAR,BR-HP01,2397895374,10.5,2023-12-25,2036-12-25,1603974059,31625131,1635599190
1726,ML-2021-001726,2985,BUSINESS,Da Nang CN1,1291999034,9.5,10.11.2023,10/11/2034,585206127,14915428,600121555
1727,ML-2022-001727,1990,HOME,HAI_PHONG_1,4485077893,10.0,2022-12-15,15 Thg 12 2047,3551231124,144313816,3695544940
1728,ML-2021-001728,1169,BUSINESS,Ho Chi Minh Q1,1714202149,7.5,2022-08-22,22/08/2043,471219291,10297665,481516956
1729,ML-2024-001729,4992,HOME,Da Nang CN1,2518686868,9.5,10-01-2022,2038-01-10,1131118732,24008688,1155127420
1730,ML-2023-001730,1811,CAR,BR-HP01,3313180286,8.5,26-11-2021,26/11/2032,2082676131,49140672,2131816803
1731,ML-2022-001731,2644,BUSINESS,BR-HCM02,3493972112,11.0,2023-10-15,15/10/2037,3419963444,158648850,3578612294
1732,ML-2022-001732,4243,CAR,CN-HCM-02,2500647268,9.5,19-08-2023,19/08/2033,1951763658,50231316,2001994974
1733,ML-2022-001733,517,BUSINESS,BR-HP01,585158587,9.0,11.10.2021,11 Thg 10 2037,426887313,17190643,444077956
1734,ML-2022-001734,4332,BUSINESS,HN-01,1872179164,8.5,15/11/2021,15 Thg 11 2034,1533723912,23902824,1557626736
1735,ML-2020-001735,3413,CAR,HA_NOI_CN1,681084883,10.0,06/11/2022,06/11/2039,185511304,8196159,193707463
1736,ML-2022-001736,3132,HOME,BR-DN01,2662189960,9.5,14.10.2021,14 Thg 10 2031,1171131671,46492695,1217624366
1737,ML-2023-001737,4435,BUSINESS,Ha Noi CN1,1969781107,8.0,21-12-2022,2041-12-21,1161471451,36822312,1198293763
1738,ML-2024-001738,2634,BUSINESS,BR-HP01,2124050210,11.0,01/06/2020,2035-06-01,1553792636,44745401,1598538037
1739,ML-2024-001739,3530,BUSINESS,BR-HN01,4349260498,8.0,27-05-2021,27 Thg 5 2046,3964295965,121178493,4085474458
1740,ML-2022-001740,2505,BUSINESS,CN-HCM-01,3782622845,9.5,05/12/2020,05-12-2042,2683912892,50113573,2734026465
1741,ML-2021-001741,4737,CAR,HCM_Q1,4721970122,10.5,18/02/2021,18 Thg 2 2044,2680869048,95682612,2776551660
1742,ML-2023-001742,1257,HOME,HAI_PHONG_1,2077527788,8.0,11.03.2020,11-03-2037,1763917037,66138104,1830055141
1743,ML-2021-001743,2805,CAR,Da Nang CN1,1245666867,7.5,24.04.2020,24/04/2043,735663095,19138944,754802039
1744,ML-2020-001744,3418,CAR,BR-DN01,609954118,8.5,27.05.2022,27-05-2035,135117904,1902859,137020763
1745,ML-2021-001745,913,HOME,DN-01,569153193,9.5,14-06-2023,14 Thg 6 2037,163936004,3947864,167883868
1746,ML-2023-001746,655,BUSINESS,CN-HCM-01,1237098678,10.0,21-10-2023,21/10/2044,428241699,16021534,444263233
1747,ML-2023-001747,3224,BUSINESS,DN-01,3787053059,9.5,07-01-2020,07/01/2030,3185916301,71824738,3257741039
1748,ML-2021-001748,3991,CAR,HP-01,3647873551,9.5,05/08/2023,2040-08-05,2097737367,39155553,2136892920
1749,ML-2021-001749,3517,HOME,BR-HP01,1851330183,10.5,22.06.2020,22/06/2039,899891778,13774806,913666584
1750,ML-2024-001750,978,BUSINESS,HN-01,3838621393,9.0,2020-03-28,2039-03-28,1757261487,31242295,1788503782
